targetId,comparatorId,outcomeId,outcomeName,type
1042,912,134438,Contact dermatitis,outcome
1042,912,201606,Crohn's disease,outcome
1042,912,260134,Croup,outcome
1042,912,196456,Gallstone,outcome
1042,912,4166231,Genetic predisposition,outcome
1042,912,441788,Human papilloma virus infection,outcome
1042,912,140480,Impetigo,outcome
1042,912,139099,Ingrowing nail,outcome
1042,912,75576,Irritable bowel syndrome,outcome
1042,912,4134455,Mononeuropathy,outcome
1042,912,4215978,Onychomycosis,outcome
1042,912,140648,Onychomycosis due to dermatophyte,outcome
1042,912,4091513,Passing flatus,outcome
1042,912,4112731,Polyp of intestine,outcome
1042,912,4234533,Tonsillitis,outcome
1042,912,81893,Ulcerative colitis,outcome
1042,912,140641,Verruca vulgaris,outcome
1042,912,260427,Common cold,outcome
1042,912,379019,Conjunctivitis,outcome
1042,912,4332246,Aneurysm,outcome
1042,912,432585,Blood coagulation disorder,outcome
1042,912,195588,Cystitis,outcome
1042,912,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1042,912,4010658,Difficulty passing urine,outcome
1042,912,440674,Gout,outcome
1042,912,4078925,Pulmonary edema,outcome
1042,912,378416,Retinal disorder,outcome
1042,912,138455,Stomatitis,outcome
1042,1043,376707,Acute conjunctivitis,outcome
1042,1043,378424,Astigmatism,outcome
1042,1043,381581,Chalazion,outcome
1042,1043,134438,Contact dermatitis,outcome
1042,1043,201606,Crohn's disease,outcome
1042,1043,260134,Croup,outcome
1042,1043,196456,Gallstone,outcome
1042,1043,4166231,Genetic predisposition,outcome
1042,1043,441788,Human papilloma virus infection,outcome
1042,1043,140480,Impetigo,outcome
1042,1043,139099,Ingrowing nail,outcome
1042,1043,75576,Irritable bowel syndrome,outcome
1042,1043,4134455,Mononeuropathy,outcome
1042,1043,4215978,Onychomycosis,outcome
1042,1043,140648,Onychomycosis due to dermatophyte,outcome
1042,1043,4091513,Passing flatus,outcome
1042,1043,4112731,Polyp of intestine,outcome
1042,1043,4234533,Tonsillitis,outcome
1042,1043,81893,Ulcerative colitis,outcome
1042,1043,140641,Verruca vulgaris,outcome
1042,1043,260427,Common cold,outcome
1042,1043,379019,Conjunctivitis,outcome
1042,1043,4332246,Aneurysm,outcome
1042,1043,432585,Blood coagulation disorder,outcome
1042,1043,195588,Cystitis,outcome
1042,1043,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1042,1043,4010658,Difficulty passing urine,outcome
1042,1043,440674,Gout,outcome
1042,1043,4078925,Pulmonary edema,outcome
1042,1043,378416,Retinal disorder,outcome
1042,1043,138455,Stomatitis,outcome
1045,1046,376707,Acute conjunctivitis,outcome
1045,1046,378424,Astigmatism,outcome
1045,1046,381581,Chalazion,outcome
1045,1046,134438,Contact dermatitis,outcome
1045,1046,201606,Crohn's disease,outcome
1045,1046,260134,Croup,outcome
1045,1046,196456,Gallstone,outcome
1045,1046,4166231,Genetic predisposition,outcome
1045,1046,441788,Human papilloma virus infection,outcome
1045,1046,140480,Impetigo,outcome
1045,1046,139099,Ingrowing nail,outcome
1045,1046,75576,Irritable bowel syndrome,outcome
1045,1046,4134455,Mononeuropathy,outcome
1045,1046,4215978,Onychomycosis,outcome
1045,1046,140648,Onychomycosis due to dermatophyte,outcome
1045,1046,4091513,Passing flatus,outcome
1045,1046,4112731,Polyp of intestine,outcome
1045,1046,4234533,Tonsillitis,outcome
1045,1046,81893,Ulcerative colitis,outcome
1045,1046,140641,Verruca vulgaris,outcome
1045,1046,260427,Common cold,outcome
1045,1046,379019,Conjunctivitis,outcome
1045,1046,4332246,Aneurysm,outcome
1045,1046,432585,Blood coagulation disorder,outcome
1045,1046,195588,Cystitis,outcome
1045,1046,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1045,1046,4010658,Difficulty passing urine,outcome
1045,1046,440674,Gout,outcome
1045,1046,4078925,Pulmonary edema,outcome
1045,1046,378416,Retinal disorder,outcome
1045,1046,138455,Stomatitis,outcome
1046,857,376707,Acute conjunctivitis,outcome
1046,857,378424,Astigmatism,outcome
1046,857,381581,Chalazion,outcome
1046,857,134438,Contact dermatitis,outcome
1046,857,201606,Crohn's disease,outcome
1046,857,260134,Croup,outcome
1046,857,196456,Gallstone,outcome
1046,857,4166231,Genetic predisposition,outcome
1046,857,441788,Human papilloma virus infection,outcome
1046,857,140480,Impetigo,outcome
1046,857,139099,Ingrowing nail,outcome
1046,857,75576,Irritable bowel syndrome,outcome
1046,857,4134455,Mononeuropathy,outcome
1046,857,4215978,Onychomycosis,outcome
1046,857,140648,Onychomycosis due to dermatophyte,outcome
1046,857,4091513,Passing flatus,outcome
1046,857,4112731,Polyp of intestine,outcome
1046,857,4234533,Tonsillitis,outcome
1046,857,81893,Ulcerative colitis,outcome
1046,857,140641,Verruca vulgaris,outcome
1046,857,260427,Common cold,outcome
1046,857,379019,Conjunctivitis,outcome
1046,857,4332246,Aneurysm,outcome
1046,857,432585,Blood coagulation disorder,outcome
1046,857,195588,Cystitis,outcome
1046,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1046,857,4010658,Difficulty passing urine,outcome
1046,857,440674,Gout,outcome
1046,857,4078925,Pulmonary edema,outcome
1046,857,378416,Retinal disorder,outcome
1046,857,138455,Stomatitis,outcome
1041,857,376707,Acute conjunctivitis,outcome
1041,857,378424,Astigmatism,outcome
1041,857,381581,Chalazion,outcome
1041,857,134438,Contact dermatitis,outcome
1041,857,201606,Crohn's disease,outcome
1041,857,260134,Croup,outcome
1041,857,196456,Gallstone,outcome
1041,857,4166231,Genetic predisposition,outcome
1041,857,441788,Human papilloma virus infection,outcome
1041,857,140480,Impetigo,outcome
1041,857,139099,Ingrowing nail,outcome
1041,857,75576,Irritable bowel syndrome,outcome
1041,857,4134455,Mononeuropathy,outcome
1041,857,4215978,Onychomycosis,outcome
1041,857,140648,Onychomycosis due to dermatophyte,outcome
1041,857,4091513,Passing flatus,outcome
1041,857,4112731,Polyp of intestine,outcome
1041,857,4234533,Tonsillitis,outcome
1041,857,81893,Ulcerative colitis,outcome
1041,857,140641,Verruca vulgaris,outcome
1041,857,260427,Common cold,outcome
1041,857,379019,Conjunctivitis,outcome
1041,857,4332246,Aneurysm,outcome
1041,857,432585,Blood coagulation disorder,outcome
1041,857,195588,Cystitis,outcome
1041,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1041,857,4010658,Difficulty passing urine,outcome
1041,857,440674,Gout,outcome
1041,857,4078925,Pulmonary edema,outcome
1041,857,378416,Retinal disorder,outcome
1041,857,138455,Stomatitis,outcome
1045,857,376707,Acute conjunctivitis,outcome
1045,857,378424,Astigmatism,outcome
1045,857,381581,Chalazion,outcome
1045,857,134438,Contact dermatitis,outcome
1045,857,201606,Crohn's disease,outcome
1045,857,260134,Croup,outcome
1045,857,196456,Gallstone,outcome
1045,857,4166231,Genetic predisposition,outcome
1045,857,441788,Human papilloma virus infection,outcome
1045,857,140480,Impetigo,outcome
1045,857,139099,Ingrowing nail,outcome
1045,857,75576,Irritable bowel syndrome,outcome
1045,857,4134455,Mononeuropathy,outcome
1045,857,4215978,Onychomycosis,outcome
1045,857,140648,Onychomycosis due to dermatophyte,outcome
1045,857,4091513,Passing flatus,outcome
1045,857,4112731,Polyp of intestine,outcome
1045,857,4234533,Tonsillitis,outcome
1045,857,81893,Ulcerative colitis,outcome
1045,857,140641,Verruca vulgaris,outcome
1045,857,260427,Common cold,outcome
1045,857,379019,Conjunctivitis,outcome
1045,857,4332246,Aneurysm,outcome
1045,857,432585,Blood coagulation disorder,outcome
1045,857,195588,Cystitis,outcome
1045,857,77310,Deep vein phlebitis and thrombophlebitis of the leg,outcome
1045,857,4010658,Difficulty passing urine,outcome
1045,857,440674,Gout,outcome
1045,857,4078925,Pulmonary edema,outcome
1045,857,378416,Retinal disorder,outcome
1045,857,138455,Stomatitis,outcome
